epoch,loss,val_loss
0,0.499488868167003,0.5005356843993658
1,0.46779743637889626,0.4868718548960453
2,0.4512201562979155,0.4818712103138813
3,0.44190540712326765,0.4801867850847287
4,0.4338816856013404,0.47750180174834966
5,0.4258734604116115,0.47554163938624133
6,0.4196966996023224,0.47357992867946547
7,0.4134248150222831,0.47127361398861106
8,0.4095224040777733,0.4682260193692466
9,0.4024904311039589,0.47004004718372133
